"filename", "language", "Shell Script", "JavaScript", "Python", "Java Properties", "Less", "Java", "JavaScript React", "TypeScript React", "Markdown", "TypeScript", "XML", "JSON", "HTML", "CSS", "JSON with Comments", "Properties", "comment", "blank", "total"
"/home/lewis/winterwell/my-loop/src/style/impact_overview/ImpactOverview-filtersAndAccount.less", "Less", 0, 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 55, 327
"/home/lewis/winterwell/my-loop/src/style/impacthub.less", "Less", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/home/lewis/winterwell/my-loop/src/style/landingpage.less", "Less", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 108
"/home/lewis/winterwell/my-loop/src/style/main.less", "Less", 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 38, 287
"/home/lewis/winterwell/my-loop/src/style/navbar.less", "Less", 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 55, 324
"/home/lewis/winterwell/my-loop/src/style/print.less", "Less", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/lewis/winterwell/my-loop/src/style/website-colours.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 8
"/home/lewis/winterwell/my-loop/ssl.my.good-loop.com.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"/home/lewis/winterwell/my-loop/teamcity.ci.builder.sh", "Shell Script", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/home/lewis/winterwell/my-loop/templates/google-tag-manager.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 9, 4, 21
